"Age, ka","Elevation, m"
7350,4.6
7355,6.4
7360,10.8
7365,16
7370,8.8
7375,8.9
7380,7.8
7385,2
7390,2.8
7395,4.9
7400,-0.8
7405,-1.8
7410,-1.4
7415,2.1
7420,6.5
7425,10.3
7430,14.3
7435,16.9
7440,8.8
7445,0.8
7450,-2.7
7455,-2.6
7460,-7.7
7465,-10.9
7470,-8.4
7475,-8.6
7480,-5.7
7485,-5.8
7490,-4.3
7495,-9.8
7500,-7.8
7505,-1.5
7510,2.4
7515,4.7
7520,7.3
7525,11.2
7530,12.3
7535,8.2
7540,5.7
7545,4
7550,2.5
7555,-1.6
7560,4.6
7565,0.8
7570,3.5
7575,0.8
7580,2.5
7585,-7.2
7590,-0.6
7595,-3
7600,-8.4
7605,-1.6
7610,2.1
7615,11.8
7620,7.7
7625,-4.8
7630,-6.3
7635,-14.6
7640,-12.1
7645,-15.3
7650,-8
7655,-3.3
7660,5.1
7665,9.5
7670,7.1
7675,-0.6
7680,0.5
7685,-7.3
7690,-5.6
7695,-12.9
7700,-2.3
7705,-0.6
7710,0.8
7715,10.5
7720,6.5
7725,4
7730,14.1
7735,-4.3
7740,-4.4
7745,-3.9
7750,0.9
7755,12.8
7760,2.2
7765,2
7770,-4.2
7775,6.2
7780,7.2
7785,12.5
7790,7.2
7795,-3.1
7800,-16.3
7805,-4.9
7810,-14.2
7815,-2.3
7820,-2
7825,-2.3
7830,2.9
7835,0
7840,-2.9
7845,-3.2
7850,0.1
7855,1.2
7860,-0.9
7865,8.6
7870,20.4
7875,13
7880,-3.8
7885,-0.9
7890,-6.6
7895,-11.9
7900,1.4
7905,4.5
7910,6.5
7915,6.2
7920,0
7925,-2.4
7930,1.1
7935,2.5
7940,1.9
7945,-3
7950,3.9
7955,12
7960,-0.1
7965,4.1
7970,12.4
7975,0.3
7980,-1.1
7985,-4.4
7990,-7.6
7995,-5.4
8000,-4.8
8005,-2.4
8010,11.5
8015,5.6
8020,-9.6
8025,-4.3
8030,-1.8
8035,-4.7
8040,-2
8045,3.3
8050,9.5
8055,10.3
8060,0.7
8065,-4.3
8070,-7.1
8075,-6
8080,-5
8085,-7.9
8090,-6.5
8095,-3.4
8100,-13.5
8105,-17.8
8110,-11.6
8115,-9.9
8120,-10.2
8125,-0.3
8130,0.6
8135,-7.9
8140,-22.5
8145,-18.7
8150,-12.4
8155,-19.9
8160,-4.8
8165,-13.2
8170,-4.2
8175,-3.1
8180,-1.5
8185,2.1
8190,8.5
8195,17.7
8200,-0.3
8205,11.2
8210,5.6
8215,10.1
8220,-2.1
8225,8
8230,1.6
8235,24.8
8240,-2.7
8245,16.8
8250,8.1
8255,14.1
8260,19.2
8265,15.5
8270,16
8275,9.2
8280,-14.4
8285,4.7
8290,-8.8
8295,13.6
8300,-3.2
8305,12.8
8310,8.8
8315,22.4
8320,17.5
8325,27.7
8330,23.2
8335,8
8340,21.7
8345,4.8
8350,13.1
8355,16
8360,27.2
8365,21.9
8370,26.7
8375,26.1
8380,20
8385,15.2
8390,12.5
8395,10.1
8400,9.3
8405,7.2
8410,15.7
8415,11.5
8420,18.7
8425,23.7
8430,12.8
8435,12.3
8440,13.6
8445,14.7
8450,18.4
8455,12.8
8460,10.1
8465,-2.8
8470,-0.3
8475,4
8480,24.8
8485,9.3
8490,14.4
8495,9.1
8500,5.6
8505,-6.4
8510,10.7
8515,19.6
8520,9.1
8525,14.4
8530,-12.8
8535,27.4
8540,13.9
8545,15.8
8550,20
8555,16
8560,12.5
8565,15.2
8570,18.4
8575,26.4
8580,10.4
8585,18.9
8590,10.9
8595,27.3
8600,26.4
8605,18.9
8610,18.4
8615,15.9
8620,16.8
8625,16.7
8630,11.1
8635,9.3
8640,8.9
8645,8.6
8650,8.2
8655,7.5
8660,6.1
8665,1.6
8670,2
8675,5
8680,8.1
8685,2.2
8690,-7.9
8695,-20.8
8700,-9.9
8705,-2.2
8710,1.3
8715,6.3
8720,5.8
8725,5.7
8730,12
8735,12.8
8740,21.3
8745,18.4
8750,7.2
8755,17.3
8760,19
8765,15.4
8770,20
8775,4.9
8780,11.8
8785,12.3
8790,20.5
8795,37.6
8800,20
8805,33.6
8810,17.5
8815,27.2
8820,7.2
8825,20.7
8830,19.5
8835,19.2
8840,23.2
8845,-1.6
8850,18.4
8855,9.2
8860,14.1
8865,20
8870,-0.8
8875,13.9
8880,29
8885,18.9
8890,19.2
8895,12.8
8900,11.5
8905,11.7
8910,16.8
8915,19.2
8920,28
8925,26.9
8930,33.9
8935,34.4
8940,26.4
8945,-5.4
8950,-2.8
8955,-0.2
8960,2.3
8965,4.9
8970,7.5
8975,10.1
8980,12.6
8985,15.2
8990,17.8
8995,20.3
9000,17.2
9005,16.8
9010,30.4
9015,40
9020,40
9025,14.8
9030,21.6
9035,16
9040,-36
9045,-18.9
9050,-22.1
9055,-10.7
9060,-0.8
9065,-0.8
9070,-0.3
9075,6.4
9080,0.5
9085,19.2
9090,-0.5
9095,27.5
9100,7.2
9105,5.1
9110,8.8
9115,18.7
9120,21.6
9125,8.8
9130,-2.4
9135,-4.8
9140,13.3
9145,20.5
9150,15.2
9155,8
9160,4
9165,-1.1
9170,6
9175,13.6
9180,21.2
9185,-5.6
9190,24.5
9195,19.6
9200,18.1
9205,14.4
9210,4
9215,6.4
9220,8.9
9225,11.3
9230,13.7
9235,16.1
9240,18.6
9245,21
9250,23.4
9300,-0.77
9400,-1.03
9500,-12
9600,-0.27
9700,-0.73
9800,-4.87
9900,-5.03
10000,-5.19
10100,-5.35
10200,-5.51
10300,-5.66
10400,-3.97
10500,-4.44
10600,-5
10700,-9
10800,-10
10900,-9
11000,0
11100,20
11200,20
11300,21.12
11400,20.01
11500,18.9
11600,17.79
11700,16.68
11800,15.57
11900,14.46
12000,-1.86
12100,-1.98
12200,-2.1
